order_id,customer_name,product_name,category,quantity,unit_price,total_price,order_date
31,Amit Hasan,Watch,Accessories,1,150,150,2023-02-09
32,Tanvir Ahmed,Shoes,Fashion,1,80,80,2023-02-09
33,Jahid Hossain,Watch,Accessories,3,150,450,2023-01-08
34,Amit Chowdhury,Watch,Accessories,5,150,750,2023-12-12
35,Sakib Islam,Shoes,Fashion,5,80,400,2023-06-19
36,Jahid Rahman,Bag,Fashion,3,60,180,2023-01-04
37,Fahim Rahman,Laptop,Electronics,2,800,1600,2023-04-17
38,Fahim Chowdhury,Watch,Accessories,5,150,750,2023-06-06
39,Mim Hossain,Phone,Electronics,4,500,2000,2023-08-27
40,Mim Hossain,Phone,Electronics,1,500,500,2023-03-05
41,Nusrat Ahmed,Watch,Accessories,1,150,150,2023-02-22
42,Mim Chowdhury,Bag,Fashion,1,60,60,2023-11-15
43,Sakib Chowdhury,Watch,Accessories,5,150,750,2023-08-26
44,Nusrat Hasan,Laptop,Electronics,2,800,1600,2023-07-01
45,Rahim Rahman,Bag,Fashion,5,60,300,2023-08-28
46,Nusrat Hossain,Shoes,Fashion,1,80,80,2023-04-25
47,Amit Islam,Watch,Accessories,3,150,450,2023-11-05
48,Karim Chowdhury,Laptop,Electronics,3,800,2400,2023-05-25
49,Rahim Islam,Laptop,Electronics,4,800,3200,2023-04-12
50,Rafi Hasan,Phone,Electronics,4,500,2000,2023-04-01
51,Amit Hasan,Laptop,Electronics,5,800,4000,2023-11-04
52,Karim Islam,Shoes,Fashion,5,80,400,2023-09-27
53,Fahim Chowdhury,Laptop,Electronics,4,800,3200,2023-03-24
54,Nusrat Islam,Bag,Fashion,2,60,120,2023-09-14
55,Mim Hossain,Laptop,Electronics,2,800,1600,2023-11-24
56,Jahid Ahmed,Phone,Electronics,2,500,1000,2023-03-24
57,Jahid Ahmed,Laptop,Electronics,2,800,1600,2023-09-28
58,Mim Hossain,Shoes,Fashion,3,80,240,2023-07-31
59,Nusrat Hossain,Watch,Accessories,2,150,300,2023-11-05
60,Karim Chowdhury,Watch,Accessories,4,150,600,2023-07-27
61,Mim Ahmed,Watch,Accessories,1,150,150,2023-03-22
62,Rahim Hossain,Watch,Accessories,4,150,600,2023-09-22
63,Nusrat Rahman,Laptop,Electronics,3,800,2400,2023-04-07
64,Fahim Chowdhury,Bag,Fashion,5,60,300,2023-03-05
65,Rafi Hasan,Watch,Accessories,1,150,150,2023-01-06
66,Fahim Hasan,Watch,Accessories,2,150,300,2023-11-16
67,Tanvir Rahman,Shoes,Fashion,4,80,320,2023-01-05
68,Mim Rahman,Bag,Fashion,1,60,60,2023-01-25
69,Fahim Hasan,Shoes,Fashion,4,80,320,2023-10-29
70,Mim Hossain,Shoes,Fashion,1,80,80,2023-04-09
71,Sakib Rahman,Bag,Fashion,2,60,120,2023-01-27
72,Rahim Ahmed,Shoes,Fashion,2,80,160,2023-11-21
73,Rafi Rahman,Laptop,Electronics,5,800,4000,2023-05-11
74,Rahim Rahman,Bag,Fashion,3,60,180,2023-01-11
75,Jahid Hossain,Watch,Accessories,4,150,600,2023-11-17
76,Jahid Hasan,Phone,Electronics,2,500,1000,2023-08-17
77,Rahim Ahmed,Laptop,Electronics,3,800,2400,2023-11-11
78,Fahim Islam,Shoes,Fashion,3,80,240,2023-01-14
79,Nusrat Hossain,Shoes,Fashion,5,80,400,2023-03-08
80,Nusrat Ahmed,Laptop,Electronics,5,800,4000,2023-07-11
81,Jahid Chowdhury,Shoes,Fashion,1,80,80,2023-09-30
82,Nusrat Ahmed,Watch,Accessories,3,150,450,2023-10-21
83,Tanvir Chowdhury,Bag,Fashion,4,60,240,2023-08-21
84,Amit Chowdhury,Bag,Fashion,2,60,120,2023-02-26
85,Rahim Hossain,Laptop,Electronics,5,800,4000,2023-12-23
86,Rahim Hossain,Laptop,Electronics,1,800,800,2023-06-16
87,Rafi Ahmed,Phone,Electronics,3,500,1500,2023-08-04
88,Nusrat Hossain,Phone,Electronics,1,500,500,2023-01-19
89,Sakib Rahman,Shoes,Fashion,3,80,240,2023-09-23
90,Jahid Hasan,Laptop,Electronics,3,800,2400,2023-07-04
91,Sakib Ahmed,Phone,Electronics,3,500,1500,2023-12-18
92,Sakib Chowdhury,Laptop,Electronics,1,800,800,2023-06-04
93,Mim Ahmed,Phone,Electronics,5,500,2500,2023-07-16
94,Fahim Hasan,Shoes,Fashion,5,80,400,2023-09-18
95,Tanvir Hasan,Bag,Fashion,1,60,60,2023-11-08
96,Nusrat Hossain,Phone,Electronics,1,500,500,2023-08-18
97,Mim Ahmed,Shoes,Fashion,3,80,240,2023-10-24
98,Rafi Chowdhury,Watch,Accessories,4,150,600,2023-05-22
99,Nusrat Hossain,Phone,Electronics,1,500,500,2023-04-27
100,Rafi Ahmed,Laptop,Electronics,5,800,4000,2023-05-22
101,Rafi Chowdhury,Watch,Accessories,2,150,300,2023-09-19
102,Rahim Ahmed,Phone,Electronics,4,500,2000,2023-02-21
103,Mim Rahman,Laptop,Electronics,2,800,1600,2023-10-05
104,Nusrat Hossain,Watch,Accessories,4,150,600,2023-10-19
105,Karim Chowdhury,Laptop,Electronics,1,800,800,2023-09-13
106,Amit Ahmed,Laptop,Electronics,1,800,800,2023-07-09
107,Nusrat Hossain,Phone,Electronics,4,500,2000,2023-03-13
108,Mim Islam,Phone,Electronics,3,500,1500,2023-11-15
109,Sakib Ahmed,Watch,Accessories,1,150,150,2023-07-08
110,Jahid Chowdhury,Shoes,Fashion,3,80,240,2023-03-10
111,Rafi Hossain,Phone,Electronics,3,500,1500,2023-04-15
112,Mim Rahman,Watch,Accessories,4,150,600,2023-03-28
113,Mim Islam,Laptop,Electronics,1,800,800,2023-03-07
114,Rafi Islam,Phone,Electronics,5,500,2500,2023-05-08
115,Rafi Rahman,Watch,Accessories,3,150,450,2023-12-11
116,Amit Rahman,Watch,Accessories,5,150,750,2023-02-24
117,Rahim Rahman,Phone,Electronics,5,500,2500,2023-10-31
118,Sakib Rahman,Laptop,Electronics,4,800,3200,2023-11-22
119,Mim Rahman,Watch,Accessories,3,150,450,2023-03-14
120,Tanvir Rahman,Watch,Accessories,5,150,750,2023-08-12
121,Nusrat Islam,Laptop,Electronics,3,800,2400,2023-04-29
122,Mim Rahman,Shoes,Fashion,5,80,400,2023-06-30
123,Amit Rahman,Phone,Electronics,4,500,2000,2023-04-13
124,Rafi Islam,Watch,Accessories,5,150,750,2023-05-04
125,Fahim Chowdhury,Bag,Fashion,5,60,300,2023-02-27
126,Mim Ahmed,Laptop,Electronics,4,800,3200,2023-12-15
127,Rahim Islam,Watch,Accessories,4,150,600,2023-08-03
128,Jahid Hossain,Watch,Accessories,2,150,300,2023-02-03
129,Fahim Hasan,Shoes,Fashion,1,80,80,2023-05-30
130,Jahid Rahman,Watch,Accessories,5,150,750,2023-01-25
131,Karim Islam,Laptop,Electronics,1,800,800,2023-02-15
132,Sakib Islam,Watch,Accessories,1,150,150,2023-10-20
133,Jahid Rahman,Bag,Fashion,1,60,60,2023-12-17
134,Amit Hasan,Laptop,Electronics,5,800,4000,2023-04-16
135,Nusrat Islam,Bag,Fashion,2,60,120,2023-07-16
136,Rafi Islam,Shoes,Fashion,1,80,80,2023-06-20
137,Amit Rahman,Phone,Electronics,3,500,1500,2023-06-10
138,Fahim Hasan,Laptop,Electronics,4,800,3200,2023-06-28
139,Mim Hossain,Shoes,Fashion,5,80,400,2023-11-14
140,Rafi Islam,Bag,Fashion,5,60,300,2023-09-26
141,Sakib Ahmed,Bag,Fashion,1,60,60,2023-04-12
142,Sakib Hossain,Watch,Accessories,5,150,750,2023-12-11
143,Nusrat Hasan,Watch,Accessories,4,150,600,2023-03-31
144,Tanvir Chowdhury,Watch,Accessories,4,150,600,2023-05-08
145,Tanvir Hossain,Bag,Fashion,3,60,180,2023-11-26
146,Karim Islam,Watch,Accessories,2,150,300,2023-02-03
147,Amit Hasan,Laptop,Electronics,4,800,3200,2023-11-29
148,Mim Hasan,Shoes,Fashion,5,80,400,2023-01-31
149,Rahim Rahman,Shoes,Fashion,5,80,400,2023-06-15
150,Sakib Chowdhury,Phone,Electronics,5,500,2500,2023-01-13
151,Mim Hossain,Shoes,Fashion,4,80,320,2023-07-10
152,Nusrat Hossain,Watch,Accessories,3,150,450,2023-11-09
153,Fahim Chowdhury,Bag,Fashion,3,60,180,2023-06-17
154,Rafi Hasan,Shoes,Fashion,2,80,160,2023-03-24
155,Amit Rahman,Bag,Fashion,3,60,180,2023-12-07
156,Tanvir Hasan,Laptop,Electronics,2,800,1600,2023-07-26
157,Jahid Rahman,Watch,Accessories,4,150,600,2023-05-08
158,Karim Chowdhury,Watch,Accessories,2,150,300,2023-02-15
159,Rafi Ahmed,Bag,Fashion,3,60,180,2023-11-22
160,Rafi Hasan,Phone,Electronics,3,500,1500,2023-12-09
161,Tanvir Rahman,Shoes,Fashion,5,80,400,2023-04-03
162,Karim Chowdhury,Watch,Accessories,3,150,450,2023-10-31
163,Rahim Hossain,Phone,Electronics,2,500,1000,2023-06-13
164,Rahim Ahmed,Laptop,Electronics,3,800,2400,2023-02-28
165,Nusrat Chowdhury,Watch,Accessories,3,150,450,2023-06-22
166,Sakib Chowdhury,Bag,Fashion,1,60,60,2023-03-13
167,Karim Chowdhury,Bag,Fashion,4,60,240,2023-11-12
168,Mim Ahmed,Phone,Electronics,3,500,1500,2023-06-19
169,Amit Hasan,Phone,Electronics,5,500,2500,2023-11-15
170,Sakib Islam,Bag,Fashion,3,60,180,2023-06-15
171,Rafi Hossain,Watch,Accessories,1,150,150,2023-02-17
172,Sakib Ahmed,Laptop,Electronics,2,800,1600,2023-01-13
173,Rahim Chowdhury,Laptop,Electronics,5,800,4000,2023-04-04
174,Mim Islam,Watch,Accessories,4,150,600,2023-06-27
175,Jahid Hossain,Bag,Fashion,3,60,180,2023-02-19
176,Mim Chowdhury,Bag,Fashion,4,60,240,2023-03-30
177,Amit Rahman,Laptop,Electronics,2,800,1600,2023-03-01
178,Tanvir Chowdhury,Watch,Accessories,5,150,750,2023-03-27
179,Fahim Chowdhury,Laptop,Electronics,5,800,4000,2023-11-06
180,Amit Rahman,Shoes,Fashion,4,80,320,2023-04-21
181,Sakib Islam,Laptop,Electronics,1,800,800,2023-07-07
182,Rahim Rahman,Laptop,Electronics,5,800,4000,2023-09-25
183,Rahim Islam,Shoes,Fashion,5,80,400,2023-04-02
184,Jahid Chowdhury,Watch,Accessories,5,150,750,2023-02-09
185,Nusrat Hasan,Phone,Electronics,2,500,1000,2023-09-24
186,Karim Hossain,Watch,Accessories,2,150,300,2023-05-22
187,Jahid Hasan,Watch,Accessories,5,150,750,2023-01-01
188,Sakib Chowdhury,Laptop,Electronics,3,800,2400,2023-08-24
189,Nusrat Hasan,Shoes,Fashion,1,80,80,2023-12-31
190,Nusrat Ahmed,Laptop,Electronics,2,800,1600,2023-12-13
191,Rafi Rahman,Bag,Fashion,3,60,180,2023-08-21
192,Rafi Rahman,Phone,Electronics,4,500,2000,2023-04-14
193,Nusrat Rahman,Laptop,Electronics,1,800,800,2023-06-05
194,Mim Ahmed,Shoes,Fashion,4,80,320,2023-01-30
195,Karim Chowdhury,Watch,Accessories,5,150,750,2023-01-18
196,Mim Chowdhury,Shoes,Fashion,2,80,160,2023-06-07
197,Sakib Islam,Phone,Electronics,1,500,500,2023-12-08
198,Jahid Hasan,Laptop,Electronics,5,800,4000,2023-09-04
199,Nusrat Islam,Shoes,Fashion,1,80,80,2023-02-11
200,Rahim Islam,Bag,Fashion,1,60,60,2023-12-01
201,Rafi Rahman,Laptop,Electronics,1,800,800,2023-07-18
202,Tanvir Rahman,Bag,Fashion,1,60,60,2023-11-06
203,Sakib Chowdhury,Phone,Electronics,3,500,1500,2023-09-29
204,Fahim Hossain,Phone,Electronics,2,500,1000,2023-01-26
205,Rahim Chowdhury,Phone,Electronics,1,500,500,2023-02-09
206,Rahim Islam,Laptop,Electronics,4,800,3200,2023-01-07
207,Jahid Islam,Laptop,Electronics,5,800,4000,2023-09-08
208,Mim Hossain,Bag,Fashion,4,60,240,2023-12-09
209,Amit Hossain,Shoes,Fashion,1,80,80,2023-08-19
210,Jahid Hasan,Watch,Accessories,4,150,600,2023-07-12
211,Rafi Hossain,Phone,Electronics,5,500,2500,2023-02-05
212,Mim Ahmed,Shoes,Fashion,3,80,240,2023-05-28
213,Jahid Rahman,Bag,Fashion,3,60,180,2023-04-24
214,Jahid Chowdhury,Shoes,Fashion,5,80,400,2023-08-14
215,Sakib Ahmed,Laptop,Electronics,1,800,800,2023-10-19
216,Amit Hasan,Phone,Electronics,3,500,1500,2023-05-20
217,Tanvir Hasan,Phone,Electronics,2,500,1000,2023-02-28
218,Tanvir Rahman,Shoes,Fashion,5,80,400,2023-09-04
219,Rahim Rahman,Shoes,Fashion,1,80,80,2023-02-05
220,Rafi Chowdhury,Laptop,Electronics,5,800,4000,2023-12-30
221,Jahid Chowdhury,Bag,Fashion,1,60,60,2023-05-28
222,Tanvir Chowdhury,Watch,Accessories,2,150,300,2023-08-07
223,Tanvir Islam,Watch,Accessories,5,150,750,2023-09-21
224,Nusrat Islam,Laptop,Electronics,3,800,2400,2023-08-12
225,Tanvir Hossain,Laptop,Electronics,3,800,2400,2023-04-24
226,Jahid Chowdhury,Phone,Electronics,5,500,2500,2023-01-18
227,Sakib Chowdhury,Shoes,Fashion,5,80,400,2023-04-09
228,Amit Islam,Laptop,Electronics,1,800,800,2023-06-16
229,Tanvir Chowdhury,Bag,Fashion,4,60,240,2023-06-01
230,Amit Rahman,Bag,Fashion,4,60,240,2023-08-01
231,Rahim Chowdhury,Shoes,Fashion,3,80,240,2023-07-05
232,Sakib Chowdhury,Watch,Accessories,5,150,750,2023-11-03
233,Rafi Chowdhury,Shoes,Fashion,1,80,80,2023-07-01
234,Jahid Hossain,Watch,Accessories,5,150,750,2023-02-23
235,Rahim Rahman,Bag,Fashion,2,60,120,2023-05-18
236,Rafi Ahmed,Laptop,Electronics,2,800,1600,2023-07-13
237,Rahim Rahman,Shoes,Fashion,5,80,400,2023-09-01
238,Fahim Islam,Watch,Accessories,3,150,450,2023-01-19
239,Rahim Rahman,Phone,Electronics,5,500,2500,2023-01-31
240,Fahim Hasan,Shoes,Fashion,2,80,160,2023-12-17
241,Tanvir Rahman,Watch,Accessories,3,150,450,2023-02-15
242,Rafi Islam,Watch,Accessories,3,150,450,2023-10-07
243,Rahim Chowdhury,Watch,Accessories,3,150,450,2023-02-13
244,Karim Islam,Bag,Fashion,2,60,120,2023-02-22
245,Rafi Hossain,Shoes,Fashion,1,80,80,2023-12-04
246,Rahim Islam,Laptop,Electronics,2,800,1600,2023-07-19
247,Sakib Rahman,Watch,Accessories,1,150,150,2023-03-02
248,Amit Rahman,Watch,Accessories,1,150,150,2023-05-11
249,Amit Islam,Bag,Fashion,3,60,180,2023-07-25
250,Rafi Hasan,Watch,Accessories,4,150,600,2023-04-30
251,Sakib Rahman,Laptop,Electronics,4,800,3200,2023-04-30
252,Amit Hasan,Watch,Accessories,1,150,150,2023-05-18
253,Rahim Hossain,Shoes,Fashion,4,80,320,2023-02-20
254,Nusrat Rahman,Watch,Accessories,4,150,600,2023-09-08
255,Mim Chowdhury,Watch,Accessories,4,150,600,2023-03-14
256,Rahim Hossain,Bag,Fashion,4,60,240,2023-01-10
257,Karim Chowdhury,Shoes,Fashion,3,80,240,2023-04-18
258,Nusrat Islam,Bag,Fashion,5,60,300,2023-11-30
259,Sakib Chowdhury,Phone,Electronics,2,500,1000,2023-01-27
260,Tanvir Ahmed,Laptop,Electronics,4,800,3200,2023-12-04
261,Sakib Ahmed,Bag,Fashion,5,60,300,2023-06-28
262,Rahim Hasan,Phone,Electronics,5,500,2500,2023-05-29
263,Tanvir Chowdhury,Shoes,Fashion,4,80,320,2023-02-19
264,Sakib Hossain,Bag,Fashion,1,60,60,2023-01-02
265,Sakib Islam,Watch,Accessories,1,150,150,2023-08-28
266,Amit Chowdhury,Laptop,Electronics,4,800,3200,2023-05-27
267,Mim Hossain,Phone,Electronics,5,500,2500,2023-02-23
268,Sakib Hossain,Watch,Accessories,1,150,150,2023-11-03
269,Sakib Hossain,Laptop,Electronics,3,800,2400,2023-12-18
270,Karim Islam,Watch,Accessories,2,150,300,2023-03-27
271,Amit Ahmed,Bag,Fashion,3,60,180,2023-09-07
272,Rahim Islam,Phone,Electronics,4,500,2000,2023-09-10
273,Nusrat Hasan,Bag,Fashion,2,60,120,2023-05-07
274,Fahim Hasan,Bag,Fashion,3,60,180,2023-06-13
275,Rafi Hasan,Laptop,Electronics,5,800,4000,2023-01-06
276,Rafi Ahmed,Laptop,Electronics,5,800,4000,2023-04-06
277,Mim Islam,Watch,Accessories,2,150,300,2023-11-03
278,Sakib Rahman,Phone,Electronics,1,500,500,2023-11-25
279,Rafi Rahman,Shoes,Fashion,4,80,320,2023-12-23
280,Sakib Hossain,Shoes,Fashion,5,80,400,2023-05-22
281,Rafi Hasan,Bag,Fashion,3,60,180,2023-12-12
282,Jahid Hasan,Watch,Accessories,2,150,300,2023-06-20
283,Karim Hossain,Watch,Accessories,1,150,150,2023-04-26
284,Rafi Islam,Shoes,Fashion,4,80,320,2023-02-04
285,Karim Hossain,Phone,Electronics,5,500,2500,2023-09-02
286,Amit Islam,Watch,Accessories,5,150,750,2023-10-28
287,Tanvir Hasan,Shoes,Fashion,1,80,80,2023-03-23
288,Rahim Chowdhury,Watch,Accessories,2,150,300,2023-03-26
289,Rafi Islam,Shoes,Fashion,2,80,160,2023-07-05
290,Sakib Islam,Phone,Electronics,3,500,1500,2023-11-02
291,Rahim Ahmed,Laptop,Electronics,4,800,3200,2023-02-11
292,Rahim Hossain,Phone,Electronics,2,500,1000,2023-07-12
293,Rahim Rahman,Laptop,Electronics,1,800,800,2023-07-23
294,Rahim Islam,Watch,Accessories,1,150,150,2023-05-24
295,Sakib Islam,Watch,Accessories,5,150,750,2023-05-03
296,Rahim Rahman,Shoes,Fashion,2,80,160,2023-11-04
297,Rahim Rahman,Bag,Fashion,3,60,180,2023-05-06
298,Jahid Hossain,Shoes,Fashion,2,80,160,2023-08-03
299,Sakib Islam,Shoes,Fashion,2,80,160,2023-05-23
300,Nusrat Hasan,Bag,Fashion,2,60,120,2023-01-14
301,Jahid Chowdhury,Laptop,Electronics,1,800,800,2023-11-16
302,Fahim Hossain,Phone,Electronics,1,500,500,2023-08-21
303,Fahim Ahmed,Watch,Accessories,2,150,300,2023-01-22
304,Rahim Ahmed,Watch,Accessories,5,150,750,2023-08-26
305,Rafi Rahman,Watch,Accessories,5,150,750,2023-04-26
306,Amit Islam,Watch,Accessories,4,150,600,2023-05-19
307,Tanvir Hossain,Laptop,Electronics,5,800,4000,2023-06-06
308,Rafi Islam,Watch,Accessories,2,150,300,2023-01-02
309,Amit Hasan,Shoes,Fashion,1,80,80,2023-07-07
310,Amit Hossain,Shoes,Fashion,4,80,320,2023-10-19
311,Rahim Ahmed,Watch,Accessories,1,150,150,2023-08-04
312,Nusrat Rahman,Phone,Electronics,5,500,2500,2023-09-26
313,Rahim Chowdhury,Watch,Accessories,3,150,450,2023-04-12
314,Amit Hasan,Bag,Fashion,4,60,240,2023-09-25
315,Mim Hossain,Phone,Electronics,4,500,2000,2023-05-08
316,Rahim Chowdhury,Shoes,Fashion,5,80,400,2023-10-12
317,Karim Chowdhury,Bag,Fashion,3,60,180,2023-02-07
318,Tanvir Rahman,Bag,Fashion,2,60,120,2023-12-27
319,Jahid Hossain,Watch,Accessories,1,150,150,2023-05-31
320,Rafi Hasan,Bag,Fashion,5,60,300,2023-04-25
321,Nusrat Ahmed,Laptop,Electronics,3,800,2400,2023-08-22
322,Nusrat Ahmed,Laptop,Electronics,2,800,1600,2023-02-12
323,Rahim Islam,Watch,Accessories,5,150,750,2023-09-13
324,Jahid Chowdhury,Watch,Accessories,1,150,150,2023-02-21
325,Jahid Hossain,Laptop,Electronics,3,800,2400,2023-05-02
326,Karim Hossain,Bag,Fashion,4,60,240,2023-04-01
327,Amit Hossain,Bag,Fashion,1,60,60,2023-04-30
328,Rahim Islam,Laptop,Electronics,2,800,1600,2023-01-23
329,Karim Hossain,Shoes,Fashion,5,80,400,2023-09-03
330,Sakib Rahman,Shoes,Fashion,5,80,400,2023-09-16
331,Nusrat Chowdhury,Bag,Fashion,5,60,300,2023-11-18
332,Rahim Ahmed,Watch,Accessories,3,150,450,2023-09-01
333,Mim Chowdhury,Shoes,Fashion,1,80,80,2023-12-07
334,Mim Chowdhury,Watch,Accessories,5,150,750,2023-10-24
335,Tanvir Rahman,Bag,Fashion,3,60,180,2023-07-07
336,Rafi Rahman,Laptop,Electronics,3,800,2400,2023-08-29
337,Nusrat Rahman,Watch,Accessories,3,150,450,2023-07-21
338,Amit Hasan,Shoes,Fashion,2,80,160,2023-03-22
339,Tanvir Chowdhury,Shoes,Fashion,1,80,80,2023-04-29
340,Tanvir Islam,Watch,Accessories,2,150,300,2023-07-17
341,Karim Hossain,Shoes,Fashion,2,80,160,2023-11-24
342,Mim Hossain,Shoes,Fashion,2,80,160,2023-12-07
343,Rafi Rahman,Shoes,Fashion,3,80,240,2023-08-01
344,Rafi Rahman,Bag,Fashion,3,60,180,2023-02-01
345,Amit Rahman,Bag,Fashion,2,60,120,2023-02-27
346,Sakib Hossain,Phone,Electronics,1,500,500,2023-03-17
347,Amit Hasan,Phone,Electronics,5,500,2500,2023-10-18
348,Mim Ahmed,Bag,Fashion,3,60,180,2023-10-20
349,Sakib Rahman,Shoes,Fashion,5,80,400,2023-11-20
350,Sakib Islam,Bag,Fashion,4,60,240,2023-11-29
351,Karim Hossain,Bag,Fashion,5,60,300,2023-04-23
352,Mim Chowdhury,Bag,Fashion,4,60,240,2023-08-09
353,Tanvir Chowdhury,Shoes,Fashion,3,80,240,2023-09-18
354,Mim Hasan,Bag,Fashion,1,60,60,2023-01-15
355,Mim Rahman,Shoes,Fashion,2,80,160,2023-08-19
356,Rahim Hossain,Laptop,Electronics,2,800,1600,2023-02-24
357,Karim Islam,Shoes,Fashion,2,80,160,2023-07-22
358,Amit Ahmed,Phone,Electronics,2,500,1000,2023-09-10
359,Karim Chowdhury,Phone,Electronics,4,500,2000,2023-12-08
360,Tanvir Chowdhury,Shoes,Fashion,5,80,400,2023-03-25
361,Rafi Islam,Phone,Electronics,3,500,1500,2023-02-16
362,Amit Rahman,Shoes,Fashion,1,80,80,2023-08-04
363,Rahim Rahman,Bag,Fashion,3,60,180,2023-06-16
364,Tanvir Hasan,Laptop,Electronics,1,800,800,2023-05-20
365,Tanvir Hasan,Laptop,Electronics,1,800,800,2023-04-25
366,Rafi Ahmed,Laptop,Electronics,4,800,3200,2023-12-17
367,Mim Islam,Bag,Fashion,3,60,180,2023-08-04
368,Karim Hossain,Laptop,Electronics,2,800,1600,2023-10-19
369,Mim Hossain,Watch,Accessories,1,150,150,2023-07-04
370,Nusrat Hossain,Watch,Accessories,1,150,150,2023-03-15
371,Jahid Hasan,Laptop,Electronics,2,800,1600,2023-09-18
372,Rafi Chowdhury,Shoes,Fashion,3,80,240,2023-04-25
373,Mim Ahmed,Shoes,Fashion,1,80,80,2023-02-15
374,Amit Rahman,Phone,Electronics,5,500,2500,2023-10-17
375,Amit Ahmed,Shoes,Fashion,3,80,240,2023-10-29
376,Rafi Ahmed,Laptop,Electronics,1,800,800,2023-01-11
377,Amit Rahman,Laptop,Electronics,5,800,4000,2023-12-15
378,Nusrat Chowdhury,Bag,Fashion,2,60,120,2023-07-01
379,Sakib Chowdhury,Shoes,Fashion,4,80,320,2023-03-28
380,Rafi Rahman,Shoes,Fashion,1,80,80,2023-05-18
381,Amit Islam,Laptop,Electronics,4,800,3200,2023-02-10
382,Amit Hossain,Bag,Fashion,4,60,240,2023-11-22
383,Karim Rahman,Laptop,Electronics,1,800,800,2023-01-10
384,Mim Islam,Watch,Accessories,2,150,300,2023-03-19
385,Nusrat Ahmed,Laptop,Electronics,3,800,2400,2023-02-20
386,Tanvir Ahmed,Bag,Fashion,4,60,240,2023-10-28
387,Mim Hossain,Phone,Electronics,4,500,2000,2023-01-27
388,Rafi Islam,Phone,Electronics,1,500,500,2024-01-01
389,Jahid Islam,Watch,Accessories,5,150,750,2023-02-22
390,Fahim Islam,Laptop,Electronics,5,800,4000,2023-01-09
391,Mim Islam,Laptop,Electronics,4,800,3200,2023-04-11
392,Rafi Hasan,Phone,Electronics,2,500,1000,2023-07-20
393,Mim Hossain,Shoes,Fashion,1,80,80,2023-08-07
394,Rahim Ahmed,Bag,Fashion,2,60,120,2023-11-24
395,Rafi Ahmed,Laptop,Electronics,4,800,3200,2023-10-14
396,Sakib Hossain,Bag,Fashion,3,60,180,2023-10-17
397,Fahim Chowdhury,Shoes,Fashion,2,80,160,2023-11-03
398,Amit Rahman,Watch,Accessories,2,150,300,2023-04-17
399,Rahim Hasan,Phone,Electronics,3,500,1500,2023-05-31
400,Nusrat Rahman,Laptop,Electronics,5,800,4000,2023-09-11
401,Jahid Chowdhury,Phone,Electronics,3,500,1500,2023-06-29
402,Jahid Rahman,Shoes,Fashion,2,80,160,2023-01-03
403,Jahid Rahman,Bag,Fashion,2,60,120,2023-01-03
404,Tanvir Chowdhury,Watch,Accessories,3,150,450,2023-06-13
405,Sakib Hossain,Watch,Accessories,4,150,600,2023-03-13
406,Amit Hasan,Watch,Accessories,3,150,450,2023-10-19
407,Rafi Rahman,Shoes,Fashion,3,80,240,2023-12-27
408,Rahim Ahmed,Watch,Accessories,1,150,150,2023-12-12
409,Sakib Chowdhury,Shoes,Fashion,2,80,160,2023-08-26
410,Tanvir Ahmed,Bag,Fashion,1,60,60,2023-05-19
